v,h
6.774855,32m
7.430921,32m
7.779779,32m
6.996284,32m
7.285205,32m
6.751517,32m
7.145157,32m
7.531855,32m
7.486439,32m
10.12394,32m
9.27295,32m
8.611216,32m
9.06225,32m
9.322157,32m
7.67821,32m
6.942663,32m
7.037915,32m
6.641127,32m
8.428895,32m
7.621437,32m
5.959822,32m
6.516848,32m
7.036655,32m
7.454895,32m
6.852448,32m
5.863933,32m
5.899894,32m
6.715747,32m
7.586108,32m
7.745709,32m
8.083837,32m
8.162693,32m
7.039812,32m
8.176569,32m
8.437099,32m
8.04346,32m
8.648433,32m
8.814969,32m
8.832002,32m
9.706341,32m
9.479867,32m
8.660419,32m
7.084597,32m
6.160433,32m
6.572992,32m
7.425876,32m
7.183637,32m
8.063017,32m
8.103389,32m
7.811311,32m
7.753913,32m
8.174046,32m
8.962587,32m
10.3605,32m
9.472925,32m
9.662805,32m
9.282418,32m
8.820015,32m
8.967001,32m
9.722103,32m
10.14603,32m
10.01165,32m
10.73838,32m
10.01166,32m
10.30879,32m
9.760593,32m
9.853948,32m
8.849662,32m
8.903913,32m
9.11146,32m
8.983409,32m
8.456019,32m
7.757689,32m
9.164454,32m
8.469908,32m
7.60251,32m
8.206219,32m
8.047882,32m
8.320398,32m
7.563401,32m
7.419565,32m
6.584979,32m
6.26578,32m
7.097848,32m
6.06265,32m
4.342358,32m
6.160428,32m
5.842487,32m
5.584479,32m
6.172414,32m
5.101888,32m
4.910117,32m
4.327217,32m
3.753154,32m
2.683891,32m
3.727294,32m
4.38463,32m
3.979636,32m
3.779023,32m
3.86734,32m
3.218837,32m
3.603651,32m
3.29832,32m
3.008138,32m
3.061759,32m
2.647934,32m
3.026433,32m
1.807667,32m
3.023277,32m
4.943547,32m
5.689192,32m
5.824828,32m
6.639859,32m
6.872005,32m
8.356986,32m
8.75631,32m
8.873638,32m
8.196756,32m
10.12458,32m
10.61852,32m
11.79187,32m
9.975708,32m
10.17631,32m
10.89104,32m
11.34146,32m
11.07145,32m
12.62897,32m
11.24178,32m
12.12116,32m
11.144,32m
11.55784,32m
11.48465,32m
11.34271,32m
11.87387,32m
11.5061,32m
11.32757,32m
10.96421,32m
10.31698,32m
9.980745,32m
9.848275,32m
10.10502,32m
10.43747,32m
11.38435,32m
12.41576,32m
11.5389,32m
10.2949,32m
9.548,32m
8.876167,32m
8.271826,32m
7.84412,32m
7.533122,32m
7.475081,32m
7.813209,32m
7.961455,32m
7.885117,32m
7.708495,32m
7.498418,32m
7.61134,32m
7.839072,32m
7.979117,32m
8.453502,32m
8.920952,32m
9.184009,32m
9.03765,32m
8.940496,32m
8.997284,32m
8.799199,32m
9.005475,32m
8.486942,32m
7.967764,32m
7.81132,32m
7.824614,32m
7.293403,32m
7.399388,32m
6.760979,32m
7.126861,32m
8.355712,32m
7.855473,32m
8.222616,32m
7.599357,32m
6.904182,32m
6.613366,32m
6.489095,32m
5.431181,32m
5.127119,32m
4.565677,32m
4.486822,32m
4.950495,32m
5.41289,32m
5.485428,32m
5.316374,32m
4.876051,32m
5.020513,32m
5.135322,32m
5.115778,32m
4.508896,32m
4.720863,32m
4.811072,32m
5.219859,32m
5.36305,32m
5.019878,32m
4.589018,32m
4.409229,32m
4.260349,32m
3.554446,32m
2.920452,32m
3.674306,32m
4.0137,32m
4.117154,32m
4.45212,32m
4.476092,32m
4.329104,32m
3.78344,32m
3.837686,32m
4.513944,32m
4.423109,32m
4.454649,32m
4.086244,32m
4.124087,32m
4.34299,32m
4.100117,32m
4.21304,32m
4.394085,32m
4.329116,32m
4.160677,32m
4.117151,32m
5.255808,32m
5.45326,32m
4.53855,32m
5.084227,32m
5.487956,32m
5.600876,32m
5.026819,32m
5.718213,32m
5.991361,32m
6.262622,32m
5.325205,32m
4.869741,32m
4.684272,32m
5.354849,32m
4.71834,32m
3.803624,32m
5.135951,32m
4.966257,32m
4.653994,32m
4.613619,32m
5.11765,32m
5.261489,32m
5.395228,32m
4.650207,32m
4.806654,32m
5.134692,32m
5.232473,32m
4.549902,32m
4.973828,32m
4.941654,32m
5.632421,32m
5.799593,32m
4.90002,32m
3.691969,32m
6.050659,32m
6.518115,32m
6.3112,32m
4.927776,32m
5.062777,32m
4.793408,32m
5.023664,32m
5.568704,32m
5.058358,32m
5.106933,32m
4.657147,32m
5.631785,32m
5.395856,32m
5.276633,32m
5.761113,32m
5.686037,32m
5.09116,32m
5.314482,32m
5.300603,32m
4.794672,32m
4.633178,32m
4.263501,32m
4.468534,32m
4.305141,32m
4.198525,32m
3.893836,32m
3.667994,32m
3.835168,32m
4.030093,32m
3.791638,32m
3.77082,32m
4.231335,32m
4.498807,32m
4.563784,32m
4.48556,32m
5.603398,32m
7.012056,32m
7.130649,32m
7.401908,32m
7.991732,32m
7.227796,32m
7.84727,32m
7.591789,32m
7.347022,32m
7.842223,32m
7.654239,32m
8.14187,32m
8.830739,32m
8.470536,32m
8.889404,32m
8.808031,32m
8.878684,32m
8.571465,32m
8.057343,32m
8.18918,32m
8.681151,32m
8.338686,32m
8.681861,32m
7.214549,32m
6.417805,32m
6.105543,32m
6.198909,32m
6.57173,32m
6.778643,32m
6.760982,32m
7.398753,32m
6.941399,32m
6.944553,32m
7.152727,32m
8.189814,32m
7.964609,32m
8.69637,32m
8.902657,32m
9.113347,32m
9.675425,32m
9.778876,32m
9.844487,32m
9.624956,32m
9.226904,32m
9.498785,32m
9.183374,32m
9.021878,32m
10.40593,32m
10.51506,32m
10.40845,32m
9.28557,32m
8.529832,32m
8.57588,32m
8.6314,32m
9.243935,32m
8.833894,32m
9.596579,32m
8.203062,32m
9.083071,32m
9.005484,32m
9.087492,32m
8.766398,32m
8.989068,32m
8.921581,32m
8.4964,32m
8.389786,32m
8.591025,32m
9.350544,32m
9.484905,32m
9.35559,32m
9.478607,32m
9.438864,32m
8.661673,32m
8.177203,32m
8.975822,32m
9.713276,32m
10.61726,32m
10.16494,32m
10.22866,32m
10.90428,32m
10.24885,32m
10.80524,32m
9.46851,32m
10.40025,32m
10.4545,32m
10.79957,32m
11.26827,32m
10.57436,32m
10.57247,32m
9.696249,32m
9.50195,32m
8.229553,32m
7.901523,32m
7.312327,32m
6.977987,32m
7.381088,32m
6.51685,32m
4.97761,32m
5.190205,32m
4.040818,32m
4.616144,32m
5.619175,32m
6.513698,32m
6.106807,32m
7.260605,32m
6.858759,32m
6.86759,32m
6.381852,32m
6.322552,32m
7.209503,32m
6.961588,32m
7.071348,32m
6.157907,32m
5.720102,32m
7.155883,32m
5.409103,32m
6.664466,32m
5.99073,32m
6.645547,32m
6.801989,32m
6.50802,32m
6.833526,32m
6.337692,32m
6.103654,32m
5.381348,32m
4.431306,32m
4.948594,32m
4.209885,32m
4.21241,32m
3.618787,32m
3.579676,32m
3.770824,32m
3.902045,32m
4.260985,32m
4.656516,32m
4.257831,32m
3.757573,32m
3.097718,32m
2.411373,32m
1.456922,32m
1.342113,32m
0.8506941,32m
0.6955065,32m
0.384508,32m
1.413395,32m
2.041702,32m
2.037286,32m
2.077662,32m
1.957801,32m
2.4568,32m
3.375278,32m
4.127237,32m
4.360026,32m
3.844005,32m
3.705204,32m
3.093941,32m
2.06883,32m
0.6627035,32m
0.9125143,32m
0.8734075,32m
1.41466,32m
2.057474,32m
2.328102,32m
2.074506,32m
2.068487,32m
2.049901,32m
1.419707,32m
1.784948,32m
2.605044,32m
3.138735,32m
3.063666,32m
3.057985,32m
3.218204,32m
3.267406,32m
3.466115,32m
3.452241,32m
4.115273,32m
3.618779,32m
3.760096,32m
4.336682,32m
4.239537,32m
4.44897,32m
4.403546,32m
4.407338,32m
4.799721,32m
4.975724,32m
5.372513,32m
5.206605,32m
4.729692,32m
4.898124,32m
5.139738,32m
5.670899,32m
6.169899,32m
5.431812,32m
4.973825,32m
4.867846,32m
5.64945,32m
5.551038,32m
5.189576,32m
5.070342,32m
6.028585,32m
5.969915,32m
6.402668,32m
6.882735,32m
7.319265,32m
7.615132,32m
8.13304,32m
7.453,32m
8.416911,32m
8.474952,32m
7.629634,32m
7.015205,32m
6.923734,32m
7.913508,32m
7.230316,32m
7.250507,32m
6.937615,32m
7.408216,32m
7.214543,32m
6.578671,32m
6.395097,32m
6.403931,32m
4.987076,32m
5.818512,32m
5.767417,32m
5.344126,32m
5.672162,32m
6.043089,32m
5.973071,32m
6.501711,32m
6.337689,32m
6.044353,32m
5.144784,32m
5.433076,32m
6.303624,32m
5.50878,32m
6.201431,32m
5.797697,32m
5.898628,32m
6.564159,32m
7.460575,32m
7.0827,32m
7.257448,32m
7.044855,32m
8.201167,32m
9.081812,32m
9.754282,32m
10.34537,32m
10.54218,32m
11.06578,32m
8.835789,32m
8.331128,32m
8.581553,32m
8.727918,32m
9.278634,32m
7.963974,32m
8.403028,32m
7.762738,32m
7.718585,32m
8.217574,32m
9.452111,32m
9.385875,32m
8.753777,32m
7.221495,32m
7.32432,32m
6.439255,32m
5.818513,32m
4.653997,32m
3.507761,32m
3.098979,32m
2.872512,32m
3.503974,32m
5.565545,32m
6.077786,32m
5.673424,32m
5.754805,32m
6.074636,32m
6.639859,32m
6.024165,32m
6.00524,32m
6.06391,32m
5.803373,32m
6.28407,32m
6.121317,32m
6.216572,32m
6.877056,32m
6.344002,32m
6.799459,32m
7.04423,32m
7.47886,32m
7.716685,32m
7.90846,32m
7.873771,32m
8.175941,32m
8.797935,32m
9.195357,32m
9.125974,32m
8.04725,32m
8.042195,32m
7.586741,32m
7.287726,32m
6.97357,32m
7.137589,32m
6.751521,32m
6.98808,32m
7.438489,32m
7.729929,32m
7.593681,32m
7.065081,32m
8.05292,32m
8.197385,32m
8.565793,32m
7.866838,32m
8.078153,32m
7.411364,32m
7.497798,32m
7.245465,32m
7.338188,32m
6.663199,32m
8.011922,32m
7.497162,32m
8.175299,32m
7.734354,32m
7.198777,32m
7.614492,32m
7.399383,32m
7.258075,32m
7.620171,32m
7.018359,32m
7.00196,32m
7.54952,32m
6.788739,32m
7.215184,32m
6.930041,32m
7.454893,32m
7.634049,32m
7.218334,32m
7.179854,32m
6.836679,32m
6.905443,32m
6.922475,32m
7.005739,32m
6.581195,32m
6.778647,32m
6.86696,32m
6.80577,32m
7.42461,32m
7.389286,32m
7.181747,32m
6.735746,32m
7.528073,32m
8.375911,32m
7.505996,32m
7.179858,32m
7.673165,32m
8.131142,32m
7.688301,32m
7.181742,32m
7.390547,32m
6.370493,32m
6.913012,32m
6.804511,32m
6.340844,32m
6.685907,32m
5.906832,32m
5.680993,32m
4.957427,32m
5.371253,32m
5.216064,32m
5.035647,32m
4.701937,32m
4.857126,32m
4.912637,32m
4.953639,32m
3.71026,32m
4.213666,32m
4.893714,32m
6.173043,32m
5.039435,32m
4.615511,32m
5.34034,32m
4.385254,32m
4.436356,32m
5.448847,32m
5.530228,32m
5.122067,32m
4.673545,32m
5.715061,32m
6.012177,32m
4.501965,32m
4.237639,32m
4.458433,32m
4.712029,32m
4.59659,32m
4.652735,32m
4.737893,32m
4.855232,32m
4.575139,32m
3.920329,32m
4.580185,32m
4.416168,32m
3.662949,32m
3.278764,32m
3.326078,32m
4.527194,32m
4.785204,32m
5.634308,32m
5.653868,32m
6.321925,32m
6.137086,32m
6.528832,32m
5.967387,32m
6.856867,32m
6.534513,32m
7.43282,32m
7.017105,32m
7.023404,32m
7.31485,32m
7.037283,32m
6.794416,32m
6.971679,32m
6.740167,32m
6.631032,32m
6.283446,32m
5.886014,32m
5.578797,32m
5.223638,32m
5.768676,32m
6.46449,32m
5.152356,32m
5.613494,32m
5.551671,32m
6.160425,32m
7.143266,32m
7.772834,32m
6.786218,32m
6.416546,32m
5.946571,32m
6.63355,32m
8.208105,32m
7.863666,32m
5.707488,32m
5.409738,32m
5.903676,32m
7.058102,32m
8.655365,32m
9.353068,32m
11.03172,32m
9.182751,32m
10.076,32m
9.520863,32m
10.02553,32m
9.55037,32m
10.31257,32m
9.460309,32m
10.99513,32m
10.89734,32m
9.655866,32m
10.28354,32m
9.807893,32m
10.43558,32m
11.38183,32m
10.59391,32m
9.43129,32m
8.326713,32m
7.224645,32m
8.223881,32m
8.957531,32m
8.360143,32m
8.608054,32m
7.69019,32m
8.965107,32m
8.843352,32m
9.350554,32m
8.378441,32m
7.034756,32m
7.454893,32m
6.85876,32m
7.103524,32m
5.506255,32m
6.010918,32m
5.889172,32m
5.656389,32m
7.629008,32m
7.425251,32m
5.843115,32m
6.095455,32m
4.932822,32m
4.973195,32m
5.70749,32m
6.029848,32m
5.44064,32m
6.314985,32m
6.641754,32m
7.413254,32m
8.281277,32m
8.217574,32m
8.902659,32m
7.896479,32m
8.843991,32m
7.521759,32m
7.140742,32m
6.417809,32m
7.413887,32m
7.702814,32m
8.179093,32m
7.034761,32m
7.19436,32m
7.695871,32m
6.714302,32m
6.391946,32m
6.920585,32m
6.525051,32m
6.564792,32m
6.309305,32m
6.484678,32m
6.048766,32m
6.279657,32m
5.375666,32m
5.252028,32m
4.504485,32m
5.233101,32m
5.060251,32m
5.969913,32m
6.368602,32m
7.330622,32m
6.644276,32m
6.316244,32m
5.476601,32m
6.671395,32m
6.556583,32m
8.258573,32m
8.61688,32m
9.681733,32m
8.922209,32m
8.458543,32m
7.88891,32m
7.519241,32m
6.755311,32m
6.091034,32m
7.799963,32m
6.960957,32m
6.543344,32m
7.58674,32m
6.863175,32m
6.30426,32m
5.941528,32m
5.722624,32m
6.750887,32m
6.962851,32m
6.907332,32m
6.766032,32m
6.106175,32m
9.112097,32m
6.866959,32m
5.362424,32m
4.251519,32m
4.141753,32m
4.740419,32m
5.749127,32m
5.407213,32m
4.987703,32m
4.766282,32m
4.676705,32m
6.444933,32m
6.858131,32m
5.634939,32m
6.115638,32m
6.77549,32m
5.948462,32m
6.387527,32m
5.267799,32m
6.813969,32m
6.538927,32m
6.088514,32m
6.470166,32m
6.412759,32m
5.970547,32m
6.521895,32m
6.058862,32m
5.716321,32m
6.050663,32m
5.965499,32m
5.660804,32m
5.928913,32m
6.420963,32m
6.51432,32m
6.302372,32m
5.741554,32m
5.847534,32m
6.622829,32m
8.071214,32m
8.095821,32m
7.147682,32m
7.32116,32m
7.629637,32m
7.236267,32m
7.753282,32m
7.005116,32m
7.935593,32m
7.271324,32m
6.950868,32m
6.83037,32m
6.579934,32m
5.993885,32m
5.791387,32m
6.027321,32m
5.948467,32m
5.617277,32m
5.280417,32m
5.491114,32m
5.621059,32m
6.279026,32m
7.079552,32m
7.278261,32m
8.533616,32m
8.399879,32m
7.595565,32m
8.317237,32m
8.177194,32m
8.016329,32m
8.192972,32m
8.705837,32m
8.479369,32m
8.230184,32m
9.185271,32m
8.828213,32m
8.978348,32m
9.719585,32m
9.572593,32m
9.221853,32m
8.151964,32m
8.045348,32m
8.283181,32m
7.840333,32m
6.612102,32m
7.221489,32m
6.137711,32m
5.294918,32m
6.646168,32m
7.519877,32m
7.699024,32m
7.518607,32m
7.527445,32m
7.075769,32m
7.51293,32m
8.156382,32m
8.483784,32m
9.004221,32m
8.669869,32m
8.514698,32m
8.334906,32m
8.010658,32m
7.596203,32m
8.733592,32m
7.913511,32m
7.835286,32m
10.26778,32m
8.924734,32m
9.518353,32m
10.08294,32m
10.30751,32m
8.883103,32m
10.00913,32m
9.597198,32m
10.6059,32m
11.46762,32m
10.44819,32m
8.64338,32m
8.582836,32m
8.102138,32m
10.13277,32m
9.78266,32m
8.938615,32m
9.132901,32m
9.846382,32m
8.740529,32m
8.182875,32m
8.839571,32m
10.49613,32m
9.896852,32m
9.703816,32m
10.4482,32m
9.490589,32m
8.86544,32m
8.022006,32m
7.901522,32m
8.134301,32m
8.051661,32m
8.619413,32m
8.221991,32m
8.151331,32m
8.547503,32m
7.776624,32m
7.548892,32m
8.240912,32m
8.234602,32m
8.290754,32m
7.386136,32m
7.181112,32m
7.273222,32m
7.804373,32m
8.647168,32m
8.124841,32m
8.729171,32m
7.691455,32m
7.020885,32m
6.249372,32m
7.21392,32m
6.433581,32m
5.662069,32m
6.072739,32m
7.525553,32m
8.638968,32m
7.319898,32m
5.561764,32m
6.214679,32m
6.352834,32m
6.109962,32m
5.342232,32m
4.841981,32m
4.008644,32m
4.107686,32m
4.582706,32m
5.376301,32m
5.757323,32m
5.15046,32m
4.177709,32m
4.381472,32m
3.948087,32m
3.289489,32m
4.433835,32m
5.224901,32m
4.115891,32m
4.102644,32m
3.764511,32m
3.057342,32m
2.948841,32m
3.712154,32m
3.513438,32m
3.672515,32m
3.568324,32m
2.747602,32m
2.12308,32m
1.73701,32m
2.478873,32m
2.279531,32m
2.131281,32m
1.894091,32m
0.9087314,32m
0.6526117,32m
0.4015394,32m
0.487335,32m
0.4860714,32m
0.4179419,32m
0.4198341,32m
1.220994,32m
3.097089,32m
4.065421,32m
3.961964,32m
4.899385,32m
5.336564,32m
4.407338,32m
5.91251,32m
4.8035,32m
4.366963,32m
5.860148,32m
6.111224,32m
5.478498,32m
6.043091,32m
6.520002,32m
6.994388,32m
6.214682,32m
6.161688,32m
6.502972,32m
6.349683,32m
5.972443,32m
6.588765,32m
6.15412,32m
5.545365,32m
6.229184,32m
5.544732,32m
5.694869,32m
6.085991,32m
6.220355,32m
6.192602,32m
7.282675,32m
6.253793,32m
6.945188,32m
6.859392,32m
6.09293,32m
6.761617,32m
6.549654,32m
6.28786,32m
6.013442,32m
6.522521,32m
5.785082,32m
5.262757,32m
5.328984,32m
5.23499,32m
4.966259,32m
4.741682,32m
4.71455,32m
4.584602,32m
4.790884,32m
4.280538,32m
4.197898,32m
3.757571,32m
4.349931,32m
4.351192,32m
4.970046,32m
4.841349,32m
5.062774,32m
5.192094,32m
5.127122,32m
4.645791,32m
4.190331,32m
4.45402,32m
3.348163,32m
5.057101,32m
4.964361,32m
4.758713,32m
4.913267,32m
5.637464,32m
5.561765,32m
5.768681,32m
5.318264,32m
5.541579,32m
6.639861,32m
6.395095,32m
7.090899,32m
5.771207,32m
5.827348,32m
5.75606,32m
6.132041,32m
6.693482,32m
6.520637,32m
7.856727,32m
7.326204,32m
6.409606,32m
6.176199,32m
5.303122,32m
4.614254,32m
5.769939,32m
6.586241,32m
5.527069,32m
5.091163,32m
5.953508,32m
4.956794,32m
3.983418,32m
3.532362,32m
3.826334,32m
3.719722,32m
3.537413,32m
3.766402,32m
3.507764,32m
3.235871,32m
2.783561,32m
2.941901,32m
3.524795,32m
3.95755,32m
4.653363,32m
4.756189,32m
4.735374,32m
4.992753,32m
4.978242,32m
5.658282,32m
5.05899,32m
4.495657,32m
4.493126,32m
4.921471,32m
5.184524,32m
4.706355,32m
4.313974,32m
4.422474,32m
4.515213,32m
4.361917,32m
4.682383,32m
4.60794,32m
4.578926,32m
4.571982,32m
4.488083,32m
4.076775,32m
3.686286,32m
3.539378,32m
3.847147,32m
4.643269,32m
5.216704,32m
4.753036,32m
4.24206,32m
4.131032,32m
4.005494,32m
4.343618,32m
4.030103,32m
3.673666,32m
3.500821,32m
2.904682,32m
3.021387,32m
3.244703,32m
3.203698,32m
3.293906,32m
3.551917,32m
3.351943,32m
3.488833,32m
3.187301,32m
3.224514,32m
3.686294,32m
3.454771,32m
3.666097,32m
3.67619,32m
3.491989,32m
3.256051,32m
2.953257,32m
2.707231,32m
2.418311,32m
2.452373,32m
2.551413,32m
2.603146,32m
2.550155,32m
2.046748,32m
2.275111,32m
2.88071,32m
3.150709,32m
2.946946,32m
2.992367,32m
2.779772,32m
2.179856,32m
2.596836,32m
2.692096,32m
2.705964,32m
2.369736,32m
2.609445,32m
2.295298,32m
2.056847,32m
2.193106,32m
2.608826,32m
2.704077,32m
2.556458,32m
2.376675,32m
2.544475,32m
2.345134,32m
2.05117,32m
2.336937,32m
2.707865,32m
2.960195,32m
2.886386,32m
2.949474,32m
2.978493,32m
3.450359,32m
3.788484,32m
3.806774,32m
4.086874,32m
4.293781,32m
4.380843,32m
4.009283,32m
4.129138,32m
3.840213,32m
3.614371,32m
4.007396,32m
4.122841,32m
3.413763,32m
3.536149,32m
3.355098,32m
3.194234,32m
2.756434,32m
2.899635,32m
3.221995,32m
3.531729,32m
4.238273,32m
3.982781,32m
4.31839,32m
4.535403,32m
4.339833,32m
4.187807,32m
4.710138,32m
5.430553,32m
4.38715,32m
4.668503,32m
4.460961,32m
4.496288,32m
4.773219,32m
4.120938,32m
3.818764,32m
4.273605,32m
3.935469,32m
3.994766,32m
4.013693,32m
3.765145,32m
3.665469,32m
2.986059,32m
2.683891,32m
2.72931,32m
3.803624,32m
4.160046,32m
8.391047,32m
10.20217,32m
10.06591,32m
9.220593,32m
9.752379,32m
8.427637,32m
7.782931,32m
7.010794,32m
6.506752,32m
5.527697,32m
5.325832,32m
5.224271,32m
4.524041,32m
3.828224,32m
3.879327,32m
3.820026,32m
3.25858,32m
4.466005,32m
4.303881,32m
4.714558,32m
4.217455,32m
3.941148,32m
4.106429,32m
4.1714,32m
4.956791,32m
6.564161,32m
6.836683,32m
6.485308,32m
6.557222,32m
5.790757,32m
5.264645,32m
5.01483,32m
4.467265,32m
4.533505,32m
4.142955,32m
4.034513,32m
4.089395,32m
4.226284,32m
4.045236,32m
5.095579,32m
4.511421,32m
4.751774,32m
4.608571,32m
4.280536,32m
4.692471,32m
4.768806,32m
5.034384,32m
6.044354,32m
5.528328,32m
5.538425,32m
5.930807,32m
7.35901,32m
8.027697,32m
7.736244,32m
7.152095,32m
6.590023,32m
5.781304,32m
5.470929,32m
6.316874,32m
8.442772,32m
7.376676,32m
8.266777,32m
8.034625,32m
7.288992,32m
7.003852,32m
7.274477,32m
7.569706,32m
6.921849,32m
7.288989,32m
6.554697,32m
7.719844,32m
8.068069,32m
8.869224,32m
8.821899,32m
6.950233,32m
7.643512,32m
7.781034,32m
6.351572,32m
7.65298,32m
7.52492,32m
6.540822,32m
8.32355,32m
9.55934,32m
10.53903,32m
9.40291,32m
8.829473,32m
9.05342,32m
9.747971,32m
9.917661,32m
8.283806,32m
10.58824,32m
10.12899,32m
9.764998,32m
9.640728,32m
8.938613,32m
11.53385,32m
12.91475,32m
12.06439,32m
11.08786,32m
10.77433,32m
10.79578,32m
10.30627,32m
9.154359,32m
8.97899,32m
9.44328,32m
9.886754,32m
9.763741,32m
9.726521,32m
10.05708,32m
10.07853,32m
9.988952,32m
10.46333,32m
9.696874,32m
10.08294,32m
9.361276,32m
8.303363,32m
8.184768,32m
8.290119,32m
7.559609,32m
7.533748,32m
9.503836,32m
9.677315,32m
9.3108,32m
9.746713,32m
12.30284,32m
7.962711,32m
10.264,32m
9.097586,32m
8.032733,32m
8.230827,32m
8.275609,32m
7.265645,32m
7.886391,32m
7.534386,32m
8.071216,32m
6.894717,32m
6.571732,32m
6.93699,32m
5.932699,32m
5.031234,32m
5.011047,32m
4.361284,32m
3.80741,32m
3.395472,32m
3.945563,32m
3.269932,32m
4.226285,32m
5.031233,32m
3.946191,32m
3.544351,32m
3.731708,32m
4.146172,32m
4.384626,32m
4.52972,32m
4.533502,32m
4.382733,32m
4.937241,32m
4.83883,32m
5.639992,32m
6.552806,32m
6.068958,32m
5.54221,32m
4.891821,32m
3.99477,32m
4.703825,32m
5.056461,32m
4.634439,32m
4.421213,32m
5.088005,32m
5.696131,32m
6.625355,32m
5.575016,32m
6.349047,32m
6.475213,32m
6.948967,32m
6.778013,32m
7.1256,32m
6.121315,32m
7.091079,32m
6.197015,32m
4.207365,32m
4.715182,32m
4.578923,32m
4.911374,32m
5.75606,32m
4.944808,32m
5.328981,32m
6.076528,32m
6.678341,32m
6.24496,32m
6.796937,32m
7.785447,32m
7.508518,32m
7.08901,32m
6.417178,32m
6.654373,32m
7.292148,32m
7.302243,32m
7.569704,32m
7.186159,32m
7.563403,32m
6.938878,32m
7.211397,32m
7.266916,32m
6.120685,32m
6.83353,32m
6.966632,32m
7.531859,32m
7.946942,32m
8.162688,32m
8.351304,32m
8.592288,32m
7.471295,32m
7.231583,32m
10.61409,32m
11.80069,32m
9.568178,32m
11.0519,32m
11.64929,32m
11.63731,32m
11.77609,32m
13.00811,32m
11.50294,32m
11.25502,32m
11.89659,32m
11.14085,32m
10.20848,32m
9.840692,32m
12.73054,32m
11.69156,32m
11.28089,32m
12.53373,32m
12.73305,32m
11.15977,32m
12.48515,32m
13.63136,32m
12.65863,32m
11.08092,32m
12.64285,32m
11.74833,32m
14.02753,32m
14.59402,32m
13.29325,32m
14.12468,32m
14.35683,32m
13.17654,32m
12.33691,32m
13.71275,32m
14.3461,32m
11.0399,32m
15.3365,32m
14.60601,32m
13.56449,32m
15.01036,32m
13.98337,32m
14.01744,32m
16.92116,32m
15.81152,32m
12.58608,32m
12.95827,32m
14.37891,32m
15.71247,32m
14.19849,32m
12.91158,32m
15.87903,32m
14.58582,32m
16.1118,32m
12.1426,32m
14.4855,32m
14.62304,32m
14.59655,32m
14.81292,32m
14.98767,32m
15.17502,32m
13.35822,32m
12.53435,32m
14.61546,32m
14.83941,32m
14.78706,32m
14.94981,32m
14.93593,32m
14.36439,32m
14.61799,32m
14.70632,32m
14.00609,32m
14.87158,32m
13.31091,32m
12.58546,32m
13.89443,32m
15.41915,32m
13.19673,32m
11.97985,32m
12.36655,32m
14.49183,32m
13.29324,32m
12.34321,32m
15.27721,32m
14.46723,32m
14.95233,32m
14.27166,32m
14.89809,32m
12.75702,32m
11.83666,32m
13.50899,32m
13.68373,32m
13.2188,32m
13.09453,32m
14.26599,32m
15.23179,32m
13.79728,32m
15.24821,32m
16.45055,32m
12.17919,32m
12.96711,32m
14.13225,32m
14.38584,32m
13.69634,32m
15.14726,32m
15.75097,32m
14.31709,32m
15.56172,32m
17.45234,32m
15.40284,32m
14.6344,32m
15.53524,32m
13.91903,32m
14.15938,32m
14.66088,32m
13.96067,32m
15.11571,32m
14.09502,32m
15.75474,32m
14.19786,32m
14.92395,32m
16.94766,32m
15.48917,32m
16.08026,32m
16.02097,32m
15.64625,32m
16.9956,32m
17.11042,32m
17.22018,32m
15.38572,32m
16.98363,32m
17.79991,32m
17.28074,32m
15.43114,32m
16.72182,32m
15.77432,32m
18.28756,32m
17.68384,32m
18.06046,32m
16.27456,32m
15.53207,32m
17.22965,32m
16.43984,32m
15.07219,32m
15.69862,32m
15.89733,32m
16.30484,32m
15.1359,32m
15.86325,32m
15.36111,32m
16.54014,32m
15.01353,32m
15.70995,32m
15.40022,32m
14.96432,32m
15.67211,32m
15.94211,32m
15.69672,32m
15.9686,32m
13.98527,32m
14.25968,32m
15.90553,32m
16.21148,32m
15.34092,32m
15.82414,32m
14.62873,32m
16.30989,32m
15.59074,32m
15.05516,32m
15.69293,32m
14.70756,32m
14.83689,32m
15.19899,32m
14.91576,32m
15.7024,32m
14.74731,32m
13.69129,32m
13.50204,32m
14.1638,32m
12.58545,32m
14.77948,32m
13.2043,32m
12.68512,32m
14.26977,32m
14.05717,32m
12.75702,32m
15.09805,32m
12.73433,32m
12.07069,32m
11.97921,32m
14.28049,32m
12.8687,32m
12.54507,32m
12.94692,32m
11.19068,32m
12.47253,32m
12.08962,32m
13.01189,32m
12.67502,32m
10.96358,32m
13.19673,32m
14.16884,32m
13.05668,32m
12.78921,32m
12.19624,32m
13.15383,32m
11.03991,32m
10.48667,32m
10.52453,32m
10.0842,32m
8.802987,32m
8.587241,32m
10.40278,32m
10.38763,32m
10.51065,32m
9.725893,32m
9.128488,32m
10.52262,32m
10.2375,32m
8.498294,32m
8.258576,32m
7.370994,32m
8.61248,32m
9.41615,32m
10.64564,32m
8.743045,32m
8.925368,32m
8.337431,32m
6.74647,32m
7.675059,32m
7.724258,32m
7.042333,32m
8.343103,32m
6.774861,32m
6.803247,32m
7.570342,32m
6.438623,32m
7.661811,32m
7.196256,32m
