v,h
4.699417,32m
4.874786,32m
4.910744,32m
5.491111,32m
6.726288,32m
6.504862,32m
6.202064,32m
6.158538,32m
4.384625,32m
4.267923,32m
4.420585,32m
4.80224,32m
4.797826,32m
3.960072,32m
3.564536,32m
3.370868,32m
4.66472,32m
4.360025,32m
3.803625,32m
3.577782,32m
3.61816,32m
3.516593,32m
4.435092,32m
4.179607,32m
4.612986,32m
4.93787,32m
5.674053,32m
4.230701,32m
3.760728,32m
3.593555,32m
4.154368,32m
3.570213,32m
3.816872,32m
4.35939,32m
4.542971,32m
4.418061,32m
4.80476,32m
4.848927,32m
4.430685,32m
3.744326,32m
3.117275,32m
3.612482,32m
4.735372,32m
4.377686,32m
4.01685,32m
4.583968,32m
5.405951,32m
6.031106,32m
5.404628,32m
5.516975,32m
5.781295,32m
6.002087,32m
4.716449,32m
4.167619,32m
3.086364,32m
3.00057,32m
3.750002,32m
4.709504,32m
4.141123,32m
3.479374,32m
3.883109,32m
4.007385,32m
5.332771,32m
6.022903,32m
5.549778,32m
5.118289,32m
5.757951,32m
5.609081,32m
5.837436,32m
5.501207,32m
5.83555,32m
6.284697,32m
6.445564,32m
6.620939,32m
6.688435,32m
6.665729,32m
6.90355,32m
6.85182,32m
6.47837,32m
5.970548,32m
5.758585,32m
6.167996,32m
6.656896,32m
7.041707,32m
7.05306,32m
6.668878,32m
6.993131,32m
6.822803,32m
6.613363,32m
6.311198,32m
6.436103,32m
6.296054,32m
7.083336,32m
7.188054,32m
6.892195,32m
6.576146,32m
7.181107,32m
7.026563,32m
7.271954,32m
7.728679,32m
8.029581,32m
7.728045,32m
7.712901,32m
8.232709,32m
8.869219,32m
8.121687,32m
8.648436,32m
8.404299,32m
9.421832,32m
7.767791,32m
9.899997,32m
10.44945,32m
10.11006,32m
10.12143,32m
9.622432,32m
9.125342,32m
9.57259,32m
9.604772,32m
10.82544,32m
10.93709,32m
9.103889,32m
10.18828,32m
9.741041,32m
9.662809,32m
10.21164,32m
9.817987,32m
10.07159,32m
10.54155,32m
11.4941,32m
9.817995,32m
8.307154,32m
8.543077,32m
8.469281,32m
8.898235,32m
10.12963,32m
9.556832,32m
11.06009,32m
10.63555,32m
10.60023,32m
12.06376,32m
11.56728,32m
9.607924,32m
9.621791,32m
8.197382,32m
9.60225,32m
8.09644,32m
7.760847,32m
9.874136,32m
8.943024,32m
8.315987,32m
7.302236,32m
6.622828,32m
5.752278,32m
4.944177,32m
5.389545,32m
5.852579,32m
5.985688,32m
5.421092,32m
4.462217,32m
4.807916,32m
5.265276,32m
6.115638,32m
6.100496,32m
5.57186,32m
5.199036,32m
5.436862,32m
5.943422,32m
6.790626,32m
6.972311,32m
7.605029,32m
7.897105,32m
7.852951,32m
8.643378,32m
8.733584,32m
8.304624,32m
8.895716,32m
9.137332,32m
8.723496,32m
8.151962,32m
7.973437,32m
8.076261,32m
8.342471,32m
8.603642,32m
8.177197,32m
7.695241,32m
7.445432,32m
8.050398,32m
8.720981,32m
9.014313,32m
9.554936,32m
9.547999,32m
9.169497,32m
8.435794,32m
8.597961,32m
8.407451,32m
8.91969,32m
8.821909,32m
8.284433,32m
8.700161,32m
8.69511,32m
8.697636,32m
8.988451,32m
9.00737,32m
9.117138,32m
8.633924,32m
8.627612,32m
8.701415,32m
8.315353,32m
8.649059,32m
7.846636,32m
7.517979,32m
7.754536,32m
7.577277,32m
8.064906,32m
8.529197,32m
7.572866,32m
7.142633,32m
7.107305,32m
7.941268,32m
8.09645,32m
8.797311,32m
8.999804,32m
9.127865,32m
8.679966,32m
8.53299,32m
8.547488,32m
8.302096,32m
7.993626,32m
7.873138,32m
8.334275,32m
8.806144,32m
8.585345,32m
8.614365,32m
8.587873,32m
8.369598,32m
8.087616,32m
6.424749,32m
6.233602,32m
5.389549,32m
5.419191,32m
5.783819,32m
4.63949,32m
3.503974,32m
4.264767,32m
5.745337,32m
6.667617,32m
6.746469,32m
6.766028,32m
6.778015,32m
8.291383,32m
7.1849,32m
7.877559,32m
7.911621,32m
7.798062,32m
7.296563,32m
7.077663,32m
7.919818,32m
8.28507,32m
8.568311,32m
7.820143,32m
8.099601,32m
7.065674,32m
7.356488,32m
6.460709,32m
6.871378,32m
6.301735,32m
6.45124,32m
6.178725,32m
4.882356,32m
4.512052,32m
4.142387,32m
5.139733,32m
5.845644,32m
6.084099,32m
3.899514,32m
5.310064,32m
4.686167,32m
4.704461,32m
4.931562,32m
4.52341,32m
3.587879,32m
4.672912,32m
4.443295,32m
5.086748,32m
5.014833,32m
5.139107,32m
5.310691,32m
5.494267,32m
5.43749,32m
6.752154,32m
3.968273,32m
6.023534,32m
7.857351,32m
6.694746,32m
6.326335,32m
6.45061,32m
7.555199,32m
6.778647,32m
6.907966,32m
6.657524,32m
5.622956,32m
5.787602,32m
5.007896,32m
4.125996,32m
4.401643,32m
4.255931,32m
4.642641,32m
4.942925,32m
4.735991,32m
5.21859,32m
5.292404,32m
5.047649,32m
5.284196,32m
5.660792,32m
5.92071,32m
5.621047,32m
5.553546,32m
5.556082,32m
5.797699,32m
6.20963,32m
6.591275,32m
6.26389,32m
6.385018,32m
5.833004,32m
5.643147,32m
5.486693,32m
5.757943,32m
5.297458,32m
5.332773,32m
5.779398,32m
5.606552,32m
5.404693,32m
5.498044,32m
5.523911,32m
5.421718,32m
5.469029,32m
5.24993,32m
5.27979,32m
5.204717,32m
4.706971,32m
4.24396,32m
3.904558,32m
4.668496,32m
4.802866,32m
5.052678,32m
5.509411,32m
5.804002,32m
5.70749,32m
6.648687,32m
7.111719,32m
5.825454,32m
5.06593,32m
5.583846,32m
5.41478,32m
4.390307,32m
2.654871,32m
2.760854,32m
3.464864,32m
4.018743,32m
5.1839,32m
4.667231,32m
4.428787,32m
4.349933,32m
6.367969,32m
6.801988,32m
6.697268,32m
5.788239,32m
5.534009,32m
4.513953,32m
3.283181,32m
3.097087,32m
3.989719,32m
4.81107,32m
4.963105,32m
5.317631,32m
5.180117,32m
7.15273,32m
6.168622,32m
4.944181,32m
4.53413,32m
5.032495,32m
5.248239,32m
5.084222,32m
6.130783,32m
7.009528,32m
6.989971,32m
5.431815,32m
5.267166,32m
4.893078,32m
6.13835,32m
6.915538,32m
7.124339,32m
6.331382,32m
7.37857,32m
5.957298,32m
6.467013,32m
5.255181,32m
6.013446,32m
5.690453,32m
4.070469,32m
5.20345,32m
6.179352,32m
5.345391,32m
6.320029,32m
6.615888,32m
5.849426,32m
6.227298,32m
6.038675,32m
5.547254,32m
5.856995,32m
5.249505,32m
5.161185,32m
5.797065,32m
4.237639,32m
4.940395,32m
4.722126,32m
5.211024,32m
5.743443,32m
4.737897,32m
4.389675,32m
4.937871,32m
5.044481,32m
4.807917,32m
5.368731,32m
5.207238,32m
6.06139,32m
6.032997,32m
6.128252,32m
5.550409,32m
6.300478,32m
6.218465,32m
6.583088,32m
6.370498,32m
6.482154,32m
5.751018,32m
5.966127,32m
6.871375,32m
6.594441,32m
5.479752,32m
6.885886,32m
6.121318,32m
5.979379,32m
5.794547,32m
6.072113,32m
6.78874,32m
6.299208,32m
5.497422,32m
6.595075,32m
5.968651,32m
7.071351,32m
7.904674,32m
8.143763,32m
7.281422,32m
7.027191,32m
5.930171,32m
5.615389,32m
5.385132,32m
4.742311,32m
3.586617,32m
3.693854,32m
4.207362,32m
3.658534,32m
2.682626,32m
0.9976784,32m
2.15147,32m
2.550156,32m
3.017602,32m
3.103396,32m
5.22742,32m
7.109831,32m
8.313462,32m
7.789869,32m
9.210498,32m
9.350542,32m
10.3214,32m
9.842593,32m
8.980881,32m
9.333517,32m
9.419301,32m
9.05973,32m
9.011471,32m
6.84362,32m
5.183895,32m
5.477232,32m
4.630021,32m
4.572618,32m
5.37756,32m
6.528832,32m
6.412762,32m
5.139108,32m
5.277886,32m
5.544104,32m
6.200164,32m
6.812078,32m
6.737641,32m
6.999437,32m
10.38447,32m
10.83994,32m
9.141738,32m
8.916537,32m
9.228163,32m
9.117767,32m
7.970926,32m
7.397494,32m
6.385005,32m
3.791639,32m
1.993131,32m
1.269568,32m
1.027327,32m
2.05243,32m
4.314601,32m
6.003979,32m
4.885507,32m
4.486819,32m
4.225653,32m
5.393331,32m
6.699158,32m
6.583719,32m
5.729566,32m
6.973565,32m
6.825327,32m
6.582457,32m
6.322552,32m
6.801981,32m
7.82014,32m
8.566418,32m
7.685784,32m
6.833526,32m
6.07716,32m
5.68604,32m
5.474709,32m
5.578804,32m
6.466379,32m
6.285333,32m
5.761107,32m
5.180114,32m
5.577537,32m
6.786215,32m
7.5716,32m
7.189954,32m
7.285831,32m
7.054951,32m
6.477735,32m
7.005112,32m
7.138225,32m
6.057603,32m
4.706985,32m
5.294296,32m
4.980765,32m
4.992752,32m
4.775114,32m
4.906329,32m
4.31965,32m
4.186545,32m
4.289369,32m
4.052806,32m
3.401148,32m
4.370749,32m
4.387782,32m
4.904436,32m
4.590281,32m
4.048386,32m
3.977737,32m
3.129258,32m
4.857756,32m
4.963737,32m
4.991495,32m
5.687302,32m
5.727042,32m
6.90355,32m
6.202063,32m
5.435599,32m
6.650587,32m
6.231715,32m
7.473189,32m
6.41276,32m
7.051798,32m
6.017858,32m
6.245589,32m
5.658286,32m
5.704335,32m
6.721237,32m
7.688931,32m
7.164713,32m
6.719348,32m
6.47017,32m
6.010921,32m
6.024799,32m
4.656514,32m
4.464736,32m
4.619298,32m
4.590911,32m
4.677334,32m
4.886772,32m
5.260859,32m
5.533381,32m
4.74736,32m
4.603525,32m
4.697525,32m
4.733479,32m
4.774485,32m
4.81801,32m
4.610466,32m
4.772589,32m
4.395982,32m
4.100756,32m
4.611096,32m
5.176954,32m
4.923359,32m
4.524671,32m
4.742311,32m
4.44834,32m
4.584597,32m
4.798446,32m
4.958059,32m
4.394091,32m
3.98531,32m
4.207993,32m
4.40291,32m
4.116526,32m
4.228812,32m
4.12093,32m
3.688809,32m
4.016214,32m
4.69264,32m
4.096337,32m
4.328478,32m
4.002975,32m
3.909606,32m
4.585872,32m
4.493135,32m
3.597961,32m
2.473187,32m
2.466882,32m
2.765898,32m
2.297822,32m
2.197521,32m
3.056079,32m
3.240289,32m
3.673041,32m
4.303882,32m
5.104413,32m
4.304515,32m
3.999187,32m
4.200421,32m
4.31524,32m
4.762486,32m
4.546103,32m
4.303245,32m
4.251522,32m
4.545492,32m
4.553684,32m
4.117794,32m
4.474836,32m
4.912647,32m
4.812323,32m
3.866708,32m
4.180226,32m
4.180869,32m
4.64579,32m
5.240038,32m
4.971945,32m
4.615493,32m
4.946064,32m
5.08425,32m
4.737875,32m
4.634416,32m
4.356874,32m
4.389664,32m
4.356871,32m
4.150587,32m
4.298205,32m
4.715814,32m
4.361915,32m
4.295045,32m
4.87668,32m
5.3006,32m
5.081699,32m
6.529462,32m
8.411241,32m
8.277503,32m
8.266143,32m
8.445937,32m
7.746332,32m
8.546233,32m
8.66799,32m
8.524155,32m
8.105916,32m
8.685637,32m
9.098845,32m
8.715935,32m
9.64577,32m
9.173285,32m
9.165076,32m
9.818615,32m
9.544846,32m
10.96989,32m
10.57877,32m
9.278006,32m
10.06465,32m
9.624326,32m
9.166972,32m
9.534118,32m
10.54786,32m
10.68349,32m
9.76879,32m
9.997151,32m
10.27724,32m
9.016203,32m
9.406062,32m
8.912117,32m
9.353075,32m
9.468514,32m
9.865928,32m
8.692582,32m
8.50775,32m
7.314854,32m
7.848534,32m
7.701553,32m
7.738771,32m
9.493742,32m
8.480628,32m
9.354962,32m
7.305392,32m
8.587874,32m
8.331747,32m
8.466745,32m
8.946182,32m
7.470665,32m
7.166608,32m
7.244203,32m
6.474582,32m
7.235365,32m
7.236,32m
6.675191,32m
5.805265,32m
5.915666,32m
6.299844,32m
5.899896,32m
6.299844,32m
6.338955,32m
6.354091,32m
6.870749,32m
6.975463,32m
7.083333,32m
7.685154,32m
8.476207,32m
8.131145,32m
7.464359,32m
7.066304,32m
6.984296,32m
7.196261,32m
7.011426,32m
6.562895,32m
5.949731,32m
5.470294,32m
5.26275,32m
5.540312,32m
5.933956,32m
6.18188,32m
6.404553,32m
6.643012,32m
6.226662,32m
6.787474,32m
7.361528,32m
7.887007,32m
8.04472,32m
7.348923,32m
7.121519,32m
7.067571,32m
6.995023,32m
6.186287,32m
4.799082,32m
5.369358,32m
5.858884,32m
5.504354,32m
5.818515,32m
6.104919,32m
5.878445,32m
4.544227,32m
4.811703,32m
4.758078,32m
5.050792,32m
5.067202,32m
5.009786,32m
4.872894,32m
4.821796,32m
5.226161,32m
4.649574,32m
5.359263,32m
5.554828,32m
5.164345,32m
5.45263,32m
4.356245,32m
4.178975,32m
4.590277,32m
4.83252,32m
4.772593,32m
4.466002,32m
4.727796,32m
4.946074,32m
5.123334,32m
4.823688,32m
4.616774,32m
4.060376,32m
4.178974,32m
3.73297,32m
3.893832,32m
4.296309,32m
4.5764,32m
4.917687,32m
4.687418,32m
4.689322,32m
4.825569,32m
4.42688,32m
4.090672,32m
3.495765,32m
2.517351,32m
1.839207,32m
2.107942,32m
2.588004,32m
2.849799,32m
3.070591,32m
3.392313,32m
2.992367,32m
3.47054,32m
3.281291,32m
3.298955,32m
3.603015,32m
3.104028,32m
3.005619,32m
2.331254,32m
3.520382,32m
1.983668,32m
2.615764,32m
2.013947,32m
3.602387,32m
3.679982,32m
2.916038,32m
3.329233,32m
4.876045,32m
4.650837,32m
6.043721,32m
5.933323,32m
6.23676,32m
5.855734,32m
6.326966,32m
6.385003,32m
5.670269,32m
6.082207,32m
5.308801,32m
6.21342,32m
6.202694,32m
5.994519,32m
6.410243,32m
6.040565,32m
5.761736,32m
6.227294,32m
5.604028,32m
5.680992,32m
6.401407,32m
5.441275,32m
5.214805,32m
6.211525,32m
5.880338,32m
5.751015,32m
6.185031,32m
5.726417,32m
6.30173,32m
5.825454,32m
6.202693,32m
6.953385,32m
7.188056,32m
6.220988,32m
6.147178,32m
6.38185,32m
6.537667,32m
6.191971,32m
6.20648,32m
6.470801,32m
7.182379,32m
6.627878,32m
6.009656,32m
6.701054,32m
7.377931,32m
7.013314,32m
8.040304,32m
8.341219,32m
7.738772,32m
9.076773,32m
8.267406,32m
6.887786,32m
6.525681,32m
7.535014,32m
6.438622,32m
7.228427,32m
7.196884,32m
7.562778,32m
6.754673,32m
6.745842,32m
6.393207,32m
5.093682,32m
4.846405,32m
4.583964,32m
4.472309,32m
4.149325,32m
4.313975,32m
4.368851,32m
4.657774,32m
4.56252,32m
4.400398,32m
4.447076,32m
4.526523,32m
4.498172,32m
4.42878,32m
4.756198,32m
4.932199,32m
4.639485,32m
4.299475,32m
3.486306,32m
3.270561,32m
3.156385,32m
3.087626,32m
2.926758,32m
2.782296,32m
2.091541,32m
1.964108,32m
2.372889,32m
2.413264,32m
2.955153,32m
2.922348,32m
3.196754,32m
3.141248,32m
2.767794,32m
2.945686,32m
2.924238,32m
3.563904,32m
3.828225,32m
4.053439,32m
3.738018,32m
3.629515,32m
3.384116,32m
3.233347,32m
3.149446,32m
2.961457,32m
3.316611,32m
3.320399,32m
3.189194,32m
2.96083,32m
3.325441,32m
3.45855,32m
3.129256,32m
3.1709,32m
3.043459,32m
3.04978,32m
2.929287,32m
3.035274,32m
3.067445,32m
2.929288,32m
2.586744,32m
2.403172,32m
2.559617,32m
2.500319,32m
2.806273,32m
3.358881,32m
3.411244,32m
3.388534,32m
4.965623,32m
4.896863,32m
4.447075,32m
4.377684,32m
5.274107,32m
4.508272,32m
4.730958,32m
4.783316,32m
4.341724,32m
4.800983,32m
5.051423,32m
5.990735,32m
5.710011,32m
6.201428,32m
5.981266,32m
5.839336,32m
5.118915,32m
5.346652,32m
6.072114,32m
5.604032,32m
4.942918,32m
5.787603,32m
6.321293,32m
6.387526,32m
6.915537,32m
7.177328,32m
7.00448,32m
7.466252,32m
7.463733,32m
7.725524,32m
6.335172,32m
5.73272,32m
7.864937,32m
6.543344,32m
7.0335,32m
8.14629,32m
7.859261,32m
8.344369,32m
7.252399,32m
7.156513,32m
7.261862,32m
7.05621,32m
6.697267,32m
5.980637,32m
5.663959,32m
5.263382,32m
5.65008,32m
6.027951,32m
6.169255,32m
5.89484,32m
5.660179,32m
5.893586,32m
5.004737,32m
4.93913,32m
4.902545,32m
4.741684,32m
5.114509,32m
4.777004,32m
4.363804,32m
4.246475,32m
3.876809,32m
3.612476,32m
3.421328,32m
3.620674,32m
3.931691,32m
3.654736,32m
3.406193,32m
3.766406,32m
3.924755,32m
3.859776,32m
4.103284,32m
4.37136,32m
4.409844,32m
4.108333,32m
4.541689,32m
4.665326,32m
4.53726,32m
4.877957,32m
4.878587,32m
4.915165,32m
5.516955,32m
5.531464,32m
5.290521,32m
4.409234,32m
4.348024,32m
4.159422,32m
4.221885,32m
4.648324,32m
4.332274,32m
4.286253,32m
4.125356,32m
4.025679,32m
3.789758,32m
3.946206,32m
4.020017,32m
4.65146,32m
4.009294,32m
3.751904,32m
4.237642,32m
4.501327,32m
4.433192,32m
4.735378,32m
4.933469,32m
4.525287,32m
4.60036,32m
4.587734,32m
4.702562,32m
4.64137,32m
4.670368,32m
4.122849,32m
4.307024,32m
3.864817,32m
4.296934,32m
4.506351,32m
4.475447,32m
4.441384,32m
4.329744,32m
4.220621,32m
4.228185,32m
4.609818,32m
4.55871,32m
4.61927,32m
4.575743,32m
4.422459,32m
4.42688,32m
4.544202,32m
4.293164,32m
4.107076,32m
3.825708,32m
3.648424,32m
3.298957,32m
3.182888,32m
3.131789,32m
3.052306,32m
3.011301,32m
2.815104,32m
2.716064,32m
2.779782,32m
3.146917,32m
3.160176,32m
3.16459,32m
3.247858,32m
2.836554,32m
2.487069,32m
2.385509,32m
1.538304,32m
1.332649,32m
1.349051,32m
1.697901,32m
1.627879,32m
2.054951,32m
1.940771,32m
2.369738,32m
2.229694,32m
2.058107,32m
2.696507,32m
2.794918,32m
2.863046,32m
3.206219,32m
3.282552,32m
3.497036,32m
3.606171,32m
3.799212,32m
3.34374,32m
3.59671,32m
3.722878,32m
3.703951,32m
3.784699,32m
3.908977,32m
3.655374,32m
3.91087,32m
4.216193,32m
4.063531,32m
4.084979,32m
4.513318,32m
4.768805,32m
4.826214,32m
4.826207,32m
4.275492,32m
3.892569,32m
3.784697,32m
3.697646,32m
3.874279,32m
3.782808,32m
3.75631,32m
4.637594,32m
4.414906,32m
4.141127,32m
5.14415,32m
4.289369,32m
4.590912,32m
3.660421,32m
3.710893,32m
3.529839,32m
3.74937,32m
3.349422,32m
3.470543,32m
3.480005,32m
3.186037,32m
3.339317,32m
4.044615,32m
3.942425,32m
3.813724,32m
3.809932,32m
3.500803,32m
3.293906,32m
3.268674,32m
3.221352,32m
3.298308,32m
3.380946,32m
3.562632,32m
3.448451,32m
3.215058,32m
3.155124,32m
3.439614,32m
3.485042,32m
3.463589,32m
3.506485,32m
3.284441,32m
2.575382,32m
2.124347,32m
2.160932,32m
1.600755,32m
0.7175915,32m
1.151604,32m
1.543346,32m
1.572992,32m
1.828479,32m
2.527446,32m
2.844758,32m
3.188558,32m
3.035901,32m
3.298944,32m
3.223012,32m
2.421461,32m
2.758327,32m
2.633423,32m
2.539429,32m
2.746345,32m
2.853589,32m
2.929291,32m
2.657396,32m
2.967771,32m
3.115378,32m
3.121071,32m
2.758327,32m
2.741299,32m
2.801858,32m
2.438493,32m
2.584848,32m
2.362161,32m
2.260603,32m
2.38992,32m
2.413899,32m
2.847282,32m
2.917928,32m
3.221983,32m
3.228304,32m
2.990485,32m
2.815106,32m
3.027698,32m
3.409337,32m
3.316612,32m
3.346264,32m
3.456659,32m
3.779024,32m
3.568319,32m
3.952508,32m
4.003603,32m
4.066684,32m
4.216827,32m
3.826964,32m
3.851573,32m
3.898252,32m
4.011176,32m
4.268556,32m
4.456541,32m
4.60731,32m
4.38526,32m
4.093184,32m
4.190962,32m
4.377057,32m
4.235118,32m
4.441397,32m
4.185281,32m
4.525303,32m
4.693106,32m
4.974461,32m
5.616649,32m
5.653233,32m
5.56492,32m
5.308803,32m
5.381347,32m
5.692346,32m
6.653738,32m
6.713667,32m
6.435472,32m
9.208598,32m
10.02176,32m
9.802226,32m
9.624958,32m
10.89482,32m
10.1044,32m
9.652713,32m
11.13328,32m
9.869088,32m
10.10501,32m
10.88726,32m
10.44061,32m
10.59959,32m
10.20848,32m
9.802854,32m
9.289989,32m
8.905176,32m
9.771948,32m
10.93079,32m
9.918926,32m
10.37375,32m
9.618644,32m
8.058602,32m
8.746207,32m
8.227036,32m
8.342478,32m
8.251008,32m
8.121059,32m
7.634049,32m
8.127364,32m
7.440385,32m
7.291513,32m
6.770442,32m
8.026425,32m
6.617785,32m
6.895981,32m
6.949601,32m
6.609579,32m
6.953384,32m
5.584474,32m
6.266406,32m
6.282805,32m
6.040567,32m
6.047509,32m
6.610845,32m
6.81019,32m
6.277132,32m
6.738899,32m
6.426641,32m
5.85321,32m
5.817883,32m
6.080939,32m
6.578675,32m
6.651847,32m
5.988209,32m
6.118162,32m
6.48783,32m
6.261995,32m
6.197017,32m
6.400145,32m
5.581953,32m
5.613493,32m
6.029213,32m
6.450613,32m
5.761744,32m
5.797062,32m
5.921975,32m
5.93396,32m
5.248867,32m
5.557351,32m
5.539681,32m
6.289749,32m
6.643646,32m
6.474586,32m
6.422857,32m
6.118164,32m
5.881596,32m
5.717583,32m
6.348416,32m
5.963611,32m
6.119785,32m
6.886519,32m
7.193104,32m
6.535144,32m
5.068449,32m
5.522654,32m
6.102391,32m
4.861542,32m
5.554192,32m
5.204713,32m
5.363052,32m
4.993382,32m
5.28546,32m
5.052682,32m
5.131536,32m
4.604155,32m
4.534131,32m
3.532362,32m
4.571352,32m
5.380713,32m
4.885517,32m
4.611726,32m
4.167617,32m
3.801099,32m
3.866078,32m
4.41491,32m
3.855355,32m
3.875542,32m
3.699536,32m
3.638344,32m
3.567054,32m
3.331755,32m
3.423223,32m
3.720356,32m
3.637079,32m
3.483159,32m
4.0793,32m
4.171413,32m
4.12031,32m
3.971431,32m
4.074255,32m
3.683138,32m
4.030725,32m
4.190326,32m
3.759467,32m
3.673038,32m
3.602384,32m
3.493251,32m
3.358253,32m
3.587248,32m
3.208746,32m
3.510914,32m
3.638344,32m
4.17456,32m
3.707107,32m
3.720985,32m
3.21253,32m
4.344258,32m
4.025681,32m
4.15879,32m
4.004236,32m
4.088765,32m
3.906453,32m
3.849047,32m
3.908347,32m
4.108322,32m
4.03451,32m
4.535393,32m
4.537293,32m
4.29631,32m
4.464113,32m
4.365699,32m
4.37958,32m
4.983289,32m
4.414904,32m
3.623204,32m
3.865448,32m
4.132921,32m
4.339204,32m
5.519501,32m
4.305142,32m
4.009904,32m
3.934209,32m
4.840723,32m
4.287478,32m
3.790377,32m
4.716449,32m
4.735373,32m
4.707617,32m
4.830626,32m
5.074759,32m
4.452131,32m
4.494392,32m
4.456544,32m
4.859012,32m
5.465244,32m
4.951745,32m
4.710138,32m
4.789626,32m
4.955537,32m
5.398378,32m
5.264641,32m
5.4356,32m
5.691718,32m
6.351572,32m
6.570471,32m
5.071606,32m
4.472312,32m
4.614881,32m
4.252149,32m
4.283063,32m
5.038807,32m
5.693609,32m
5.81473,32m
5.236887,32m
5.086114,32m
4.964365,32m
4.688687,32m
4.942915,32m
5.008519,32m
4.375167,32m
4.925255,32m
4.918947,32m
5.862041,32m
5.665856,32m
5.198402,32m
6.029843,32m
5.605925,32m
5.896108,32m
6.296687,32m
5.787605,32m
5.781296,32m
6.373021,32m
5.588885,32m
6.062647,32m
5.713794,32m
5.657653,32m
6.256316,32m
6.245589,32m
6.860652,32m
7.627113,32m
7.615752,32m
7.218333,32m
6.793152,32m
6.721449,32m
6.677082,32m
7.096581,32m
7.40254,32m
7.220858,32m
6.92941,32m
7.763373,32m
6.846776,32m
6.57047,32m
7.001328,32m
7.738144,32m
8.216943,32m
8.830104,32m
7.979749,32m
7.883224,32m
7.263117,32m
7.523661,32m
8.157641,32m
8.167741,32m
7.661175,32m
7.672534,32m
7.553313,32m
7.53943,32m
7.145161,32m
7.106681,32m
7.2606,32m
7.285198,32m
7.028455,32m
6.481525,32m
5.6116,32m
6.178724,32m
6.556593,32m
7.212654,32m
7.601244,32m
7.004478,32m
6.511173,32m
6.474582,32m
6.670771,32m
7.133171,32m
7.001329,32m
7.432813,32m
7.04107,32m
6.793155,32m
6.894713,32m
6.793782,32m
5.795173,32m
6.754674,32m
6.808296,32m
6.842993,32m
6.922476,32m
6.45061,32m
6.685911,32m
7.008896,32m
6.249374,32m
5.84627,32m
6.425381,32m
5.856997,32m
6.075898,32m
6.386895,32m
5.050791,32m
5.759215,32m
5.392066,32m
6.098607,32m
7.620179,32m
8.818118,32m
8.407449,32m
7.409478,32m
7.218967,32m
7.090902,32m
7.541948,32m
7.62775,32m
7.630898,32m
8.364551,32m
7.974073,32m
8.126728,32m
8.64528,32m
8.724748,32m
8.935461,32m
8.437738,32m
8.759458,32m
9.546742,32m
8.948711,32m
9.038922,32m
9.178963,32m
8.938614,32m
8.328601,32m
8.438364,32m
8.186655,32m
8.084465,32m
9.350551,32m
9.016835,32m
8.527935,32m
7.813836,32m
8.038416,32m
9.385236,32m
9.653358,32m
11.01089,32m
10.53714,32m
9.550518,32m
9.498167,32m
8.908329,32m
8.10655,32m
6.702313,32m
6.295425,32m
5.525808,32m
7.924229,32m
7.643513,32m
7.910357,32m
8.202425,32m
8.348781,32m
7.402536,32m
7.492119,32m
7.750129,32m
6.885252,32m
6.562273,32m
6.513692,32m
5.824193,32m
8.061127,32m
8.598599,32m
7.265017,32m
7.654239,32m
7.312331,32m
7.288987,32m
6.989341,32m
6.402034,32m
6.459443,32m
6.640491,32m
6.202062,32m
5.568073,32m
5.735878,32m
5.108195,32m
4.577034,32m
5.005369,32m
4.736634,32m
4.84955,32m
4.667242,32m
4.605416,32m
5.016722,32m
4.724648,32m
5.328989,32m
5.129016,32m
4.934086,32m
4.775115,32m
4.375798,32m
3.768255,32m
4.464113,32m
3.333018,32m
3.514699,32m
3.616264,32m
3.336171,32m
2.913515,32m
2.533121,32m
2.47067,32m
3.068069,32m
3.320402,32m
3.618158,32m
3.375286,32m
3.098348,32m
3.228931,32m
2.438494,32m
1.822173,32m
1.646172,32m
0.6481945,32m
1.427906,32m
2.099741,32m
1.424751,32m
1.62788,32m
1.911752,32m
2.048647,32m
2.420202,32m
2.484551,32m
2.549526,32m
2.964614,32m
2.992992,32m
3.199916,32m
3.003098,32m
2.488963,32m
2.8252,32m
2.781033,32m
2.821412,32m
2.627753,32m
2.111096,32m
2.342612,32m
3.002469,32m
3.099607,32m
3.339955,32m
3.691338,32m
3.980254,32m
3.727926,32m
3.621938,32m
3.801729,32m
4.016847,32m
4.522776,32m
4.809186,32m
3.919701,32m
4.15626,32m
4.244579,32m
4.602896,32m
4.55558,32m
4.512057,32m
4.864692,32m
5.939005,32m
6.301102,32m
6.057608,32m
5.873395,32m
5.787599,32m
6.084096,32m
5.780666,32m
6.205849,32m
6.079682,32m
6.251897,32m
5.868985,32m
5.897374,32m
5.939002,32m
6.67708,32m
6.6222,32m
6.709886,32m
6.520631,32m
5.961711,32m
5.634938,32m
6.235497,32m
6.014703,32m
5.838074,32m
5.026186,32m
4.981395,32m
5.147937,32m
5.458307,32m
5.752911,32m
6.873263,32m
7.844121,32m
7.72615,32m
9.278633,32m
7.997411,32m
8.927889,32m
8.352558,32m
10.21605,32m
10.59581,32m
9.657134,32m
10.60842,32m
9.640099,32m
9.452738,32m
9.17138,32m
9.545463,32m
9.683002,32m
8.811813,32m
8.813075,32m
8.208106,32m
8.089511,32m
7.075138,32m
6.713039,32m
7.51293,32m
7.56024,32m
7.043591,32m
7.126866,32m
7.307285,32m
7.193099,32m
7.142633,32m
7.173546,32m
6.967262,32m
6.958434,32m
6.82091,32m
